RecordID,ReportedModel,ModelVariantName,DateSet,SpeedKph,Sponsor,Description
1038,757-200,757-200CB,2002-03-03,,,"Speed: 962.3 kmh, 597.95 mph, 519.6 kts "
1039,DC-10-10,DC-10-10,1994-02-16,,,"Speed: 972.4 kmh, 604.22 mph, 525.05 kts "
1040,737-300,737-300,1996-03-03,,,"Speed: 928.1 kmh, 576.69 mph, 501.13 kts "
1041,757,77,1994-11-25,,,"Speed: 959.83 kmh, 596.41 mph, 518.27 kts "
1042,727-100,727-100,1984-12-23,,,"Speed: 996.3 kmh, 619.07 mph, 537.96 kts "
1043,DC-10-10,DC-10-10,1996-10-12,,,"Speed: 830.44 kmh, 516.01 mph, 448.4 kts "
1044,757,77,1995-04-29,,,"Speed: 920.74 kmh, 572.12 mph, 497.16 kts "
1045,Concorde,,1990-03-16,,,"Speed: 1258.55 kmh, 782.03 mph, 679.56 kts "
1046,727,727,1974-07-01,,,"Speed: 802.91781504 kmh, 498.91 mph, 433.54 kts "
1047,MD-82,MD-2,1989-02-14,,,"Speed: 958.68 kmh, 595.7 mph, 517.65 kts "
1048,A320,320,1997-02-18,,,"Speed: 912.95 kmh, 567.28 mph, 492.95 kts "
1049,757-200,757-200CB,2003-01-10,,,"Speed: 977.44 kmh, 607.35 mph, 527.78 kts "
1050,757-200,757-200CB,2001-01-08,,,"Speed: 914.91 kmh, 568.5 mph, 494.01 kts "
1051,757-200,757-200CB,1995-01-16,,,"Speed: 884.98 kmh, 549.9 mph, 477.85 kts "
1052,DC-8-52,DC-8-52,1977-05-09,,,"Speed: 790.63852032 kmh, 491.28 mph, 426.91 kts "
1053,727,727,1975-07-06,,,"Speed: 618.34215168 kmh, 384.22 mph, 333.88 kts "
1054,Concorde,,1990-03-14,,,"Speed: 1094.57 kmh, 680.13 mph, 591.02 kts "
1055,777-222,777-222,1995-08-12,,,"Speed: 528.28326144 kmh, 328.26 mph, 285.25 kts "
1056,D.H. 106 Comet,,1960-04-30,,,"Speed: 814.8 kmh, 506.29 mph, 439.96 kts "
1057,Concorde,,1986-04-06,,,"Speed: 983.22 kmh, 610.94 mph, 530.9 kts "
1058,Concorde,,2003-10-08,,,"Speed: 1689.47 kmh, 1049.79 mph, 912.24 kts "
1059,Concorde,,1985-03-28,,,"Speed: 1192.73 kmh, 741.13 mph, 644.02 kts "
1060,MD-11,MD-11,1998-04-03,,,"Speed: 865.1 kmh, 537.55 mph, 467.12 kts "
1061,Viscount,,1953-01-22,,,"Speed: 455.26 kmh, 282.89 mph, 245.82 kts "
1062,Viscount,,1953-07-28,,,"Speed: 481.94 kmh, 299.46 mph, 260.23 kts "
1063,MD-11,MD-11,1997-09-19,,,"Speed: 835.64 kmh, 519.24 mph, 451.21 kts "
1064,Viscount,,1953-06-01,,,"Speed: 491.74 kmh, 305.55 mph, 265.52 kts "
1065,146,146,2001-02-20,,,"Speed: 602.79 kmh, 374.56 mph, 325.48 kts "
1066,720B,720-B,1962-01-02,,,"Speed: 938.78 kmh, 583.33 mph, 506.9 kts "
1067,777-200,777-200,2001-01-15,,,"Speed: 880.4 kmh, 547.06 mph, 475.38 kts "
1068,777-200,777-200,2003-10-26,,,"Speed: 861.68 kmh, 535.42 mph, 465.27 kts "
1069,DC-10-30,DC-10-30,2003-06-04,,,"Speed: 863.78 kmh, 536.73 mph, 466.4 kts "
1070,Concorde,,1988-03-01,,,"Speed: 898.71 kmh, 558.43 mph, 485.26 kts "
1071,707-465,707-436,1962-05-05,,,"Speed: 630.18 kmh, 391.58 mph, 340.27 kts "
1072,747-400,747-400,2001-06-08,,,"Speed: 903.51 kmh, 561.42 mph, 487.86 kts "
1073,Concorde,,1990-03-14,,,"Speed: 1644.02 kmh, 1021.55 mph, 887.7 kts "
1074,777-222,777-222,1995-12-17,,,"Speed: 842.74 kmh, 523.65 mph, 455.04 kts "
1075,A330-300,A330-300,2001-09-22,,,"Speed: 754.15 kmh, 468.61 mph, 407.21 kts "
1076,767-200ER,767-200ER,1995-02-11,,,"Speed: 720.47 kmh, 447.68 mph, 389.02 kts "
1077,737-400,737-400,1999-03-19,,,"Speed: 679.43 kmh, 422.18 mph, 366.86 kts "
1078,747-200,747-200,1995-03-30,,,"Speed: 850.29 kmh, 528.35 mph, 459.12 kts "
1079,DC-10-30,DC-10-30,1990-02-17,,,"Speed: 829.89 kmh, 515.67 mph, 448.1 kts "
1080,Concorde,,1985-02-14,,,"Speed: 998.59 kmh, 620.5 mph, 539.2 kts "
1081,747-400,747-400,2001-08-26,,,"Speed: 821.57 kmh, 510.5 mph, 443.61 kts "
1082,DC-9,DC-9,1967-05-09,,,"Speed: 837.29340288 kmh, 520.27 mph, 452.1 kts "
1083,DC-8,DC-8,1960-01-03,,,"Speed: 940.11439104 kmh, 584.16 mph, 507.62 kts "
1084,DC-8,DC-8,1962-03-08,,,"Speed: 1060.46113536 kmh, 658.94 mph, 572.6 kts "
1085,747-400,747-400,1995-05-03,,,"Speed: 901.44 kmh, 560.13 mph, 486.74 kts "
1086,707-123B,707-123B,1961-12-07,,,"Speed: 1058.43336192 kmh, 657.68 mph, 571.51 kts "
1087,707,70,1965-11-26,,,"Speed: 1072.80480384 kmh, 666.61 mph, 579.27 kts "
1088,747-400,747-400,1995-09-24,,,"Speed: 856.43 kmh, 532.16 mph, 462.44 kts "
1089,DC-6,DC-6,1948-11-06,,,"Speed: 553.92011136 kmh, 344.19 mph, 299.09 kts "
1090,727,727,1985-07-05,,,"Speed: 853.77 kmh, 530.51 mph, 461 kts "
1091,707-123,707-123,1963-04-09,,,"Speed: 1082.7666432 kmh, 672.8 mph, 584.65 kts "
1092,757,77,1994-11-21,,,"Speed: 1052.23 kmh, 653.83 mph, 568.16 kts "
1093,707,70,1965-11-23,,,"Speed: 1085.19675264 kmh, 674.31 mph, 585.96 kts "
1094,707-123,707-123,1965-03-09,,,"Speed: 1108.838016 kmh, 689 mph, 598.72 kts "
1095,727-200,727-200,1985-04-06,,,"Speed: 813.49 kmh, 505.48 mph, 439.25 kts "
1096,777,777F,2000-09-04,,,"Speed: 875.02 kmh, 543.71 mph, 472.47 kts "
1097,707-123,707-123,1959-09-17,,,"Speed: 920.15852544 kmh, 571.76 mph, 496.85 kts "
1098,707-720B,707-320B,1962-03-07,,,"Speed: 1063.5349824 kmh, 660.85 mph, 574.26 kts "
1099,MD-83,MD-80,1997-11-27,,,"Speed: 825.77 kmh, 513.11 mph, 445.88 kts "
1100,747-400,747-400,2000-07-25,,,"Speed: 918.49 kmh, 570.72 mph, 495.94 kts "
1101,DC-10-10,DC-10-10,2000-09-29,,,"Speed: 955.4 kmh, 593.66 mph, 515.87 kts "
1102,DC-7B,DC-7B,1957-08-14,,,"Speed: 534.89766528 kmh, 332.37 mph, 288.82 kts "
1103,A319,A319,1999-09-25,,,"Speed: 810.5 kmh, 503.62 mph, 437.63 kts "
1104,DC-10-30,DC-10-30,2002-05-01,,,"Speed: 1016.13 kmh, 631.39 mph, 548.67 kts "
1105,DC-7,DC-7,1954-03-18,,,"Speed: 631.265184 kmh, 392.25 mph, 340.86 kts "
1106,727-231A,727-231,1974-11-19,,,"Speed: 941.98123008 kmh, 585.32 mph, 508.63 kts "
1107,777-200,777-200,2001-11-07,,,"Speed: 982.34 kmh, 610.4 mph, 530.42 kts "
1108,757-200,757-200CB,2002-06-25,,,"Speed: 911.51 kmh, 566.39 mph, 492.18 kts "
1109,747-400,747-400,2000-03-01,,,"Speed: 898.44 kmh, 558.26 mph, 485.12 kts "
1110,707-123,707-123,1965-03-09,,,"Speed: 1114.98571008 kmh, 692.82 mph, 602.04 kts "
1111,727-64,727-64,1966-12-01,,,"Speed: 962.19 kmh, 597.88 mph, 519.54 kts "
1112,DC-10,DC-1,1971-12-12,,,"Speed: 1024.78 kmh, 636.77 mph, 553.34 kts "
1113,990,1990,1965-02-21,,,"Speed: 928.36617984 kmh, 576.86 mph, 501.28 kts "
1114,880,880,1962-01-15,,,"Speed: 958.02638976 kmh, 595.29 mph, 517.29 kts "
1115,707-123,707-123,1963-04-10,,,"Speed: 1095.8023296 kmh, 680.9 mph, 591.69 kts "
1116,707-720,707-370C,1965-11-25,,,"Speed: 1083.28163328 kmh, 673.12 mph, 584.93 kts "
1117,727,727,1965-09-28,,,"Speed: 1020.29190912 kmh, 633.98 mph, 550.91 kts "
1118,747-400,747-400,1995-03-09,,,"Speed: 831.13 kmh, 516.44 mph, 448.77 kts "
1119,747,77,1986-09-26,,,"Speed: 925.81 kmh, 575.27 mph, 499.9 kts "
1120,747,77,1986-09-28,,,"Speed: 962.22 kmh, 597.9 mph, 519.56 kts "
1121,707-720,707-370C,1963-04-19,,,"Speed: 1081.67228928 kmh, 672.12 mph, 584.06 kts "
1122,A320,320,2000-02-25,,,"Speed: 855.14102784 kmh, 531.36 mph, 461.74 kts "
1123,747-400,747-400,1995-03-13,,,"Speed: 797.48 kmh, 495.53 mph, 430.6 kts "
1124,727,727,1965-04-13,,,"Speed: 1037.64063744 kmh, 644.76 mph, 560.28 kts "
1125,747-400,747-400,1995-03-24,,,"Speed: 896.72 kmh, 557.2 mph, 484.19 kts "
1126,747-400,747-400,1995-02-13,,,"Speed: 787.73 kmh, 489.47 mph, 425.34 kts "
1127,DC-6,DC-6,1947-06-03,,,"Speed: 570.36760704 kmh, 354.41 mph, 307.97 kts "
1128,747-400,747-400,1998-08-19,,,"Speed: 887.28 kmh, 551.33 mph, 479.09 kts "
1129,737-300,737-300,1998-02-16,,,"Speed: 820.63 kmh, 509.92 mph, 443.1 kts "
1130,707-720B,707-320B,1965-01-25,,,"Speed: 1098.34509312 kmh, 682.48 mph, 593.06 kts "
1131,757-200PF,757-200PF,1988-05-18,,,"Speed: 782.64 kmh, 486.31 mph, 422.59 kts "
1132,707,70,1965-03-13,,,"Speed: 913.9464576 kmh, 567.9 mph, 493.49 kts "
1133,DC-9-31,DC-9-31,1987-12-28,,,"Speed: 779.04 kmh, 484.07 mph, 420.65 kts "
1134,767-300ER,767-300ER,1999-05-17,,,"Speed: 800.05 kmh, 497.13 mph, 431.99 kts "
1135,A330-300,A330-300,2003-07-02,,,"Speed: 784.62 kmh, 487.54 mph, 423.66 kts "
1136,727-200,727-200,1991-06-18,,,"Speed: 785.77 kmh, 488.25 mph, 424.28 kts "
1137,A330-300,A330-300,2001-09-16,,,"Speed: 753.31 kmh, 468.09 mph, 406.75 kts "
1138,737-300,737-300,1992-10-18,,,"Speed: 720.26 kmh, 447.55 mph, 388.91 kts "
1139,DC-10-30,DC-10-30,1998-06-09,,,"Speed: 877.49 kmh, 545.25 mph, 473.81 kts "
1140,747-400,747-400,1997-11-27,,,"Speed: 807.4 kmh, 501.7 mph, 435.96 kts "
1141,747-312,747-312,1984-06-29,,,"Speed: 901.19 kmh, 559.97 mph, 486.6 kts "
1142,L-1011,LS-101,1992-02-08,,,"Speed: 1117.73 kmh, 694.53 mph, 603.53 kts "
1143,DC-10-10,DC-10-10,1994-03-28,,,"Speed: 948.01 kmh, 589.07 mph, 511.88 kts "
1144,Jetstream Super 31,,1995-09-03,,,"Speed: 421.55 kmh, 261.94 mph, 227.62 kts "
1145,747-400,747-400,1998-07-06,,,"Speed: 1027.53 kmh, 638.48 mph, 554.82 kts "
1146,747-400,747-400,2000-04-26,,,"Speed: 978.86 kmh, 608.24 mph, 528.54 kts "
1147,747-400,747-400,2003-12-20,,,"Speed: 742.52 kmh, 461.38 mph, 400.93 kts "
1148,MD-11F,MD-11F,1998-08-11,,,"Speed: 666.33 kmh, 414.04 mph, 359.79 kts "
1149,MD-11F,MD-11F,2000-04-27,,,"Speed: 840.19 kmh, 522.07 mph, 453.67 kts "
1150,MD-11F,MD-11F,1998-08-26,,,"Speed: 743.7 kmh, 462.11 mph, 401.57 kts "
1151,707,70,1965-07-06,,,"Speed: 911.33932032 kmh, 566.28 mph, 492.08 kts "
1152,MD-11F,MD-11F,1999-07-08,,,"Speed: 870.59 kmh, 540.96 mph, 470.08 kts "
1153,MD-11F,MD-11F,1998-10-03,,,"Speed: 980.05 kmh, 608.97 mph, 529.18 kts "
1154,MD-11F,MD-11F,1997-04-24,,,"Speed: 808.39 kmh, 502.31 mph, 436.5 kts "
1155,707-720B,707-320B,1962-12-24,,,"Speed: 1004.48815104 kmh, 624.16 mph, 542.38 kts "
1156,737-300,737-300,1994-09-03,,,"Speed: 824.11 kmh, 512.08 mph, 444.98 kts "
1157,767-200ER,767-200ER,1998-10-01,,,"Speed: 919.91 kmh, 571.61 mph, 496.71 kts "
1158,747,77,1988-12-29,,,"Speed: 917.08 kmh, 569.85 mph, 495.18 kts "
1159,Concorde,,1982-10-21,,,"Speed: 1366.17 kmh, 848.9 mph, 737.67 kts "
1160,Concorde,,1982-10-21,,,"Speed: 1244.85 kmh, 773.51 mph, 672.17 kts "
1161,720B,720-B,1962-09-06,,,"Speed: 900.62 kmh, 559.62 mph, 486.3 kts "
1162,A320,320,1999-04-17,,,"Speed: 953.09 kmh, 592.22 mph, 514.63 kts "
1163,DC-10-30,DC-10-30,2002-07-07,,,"Speed: 966.6 kmh, 600.62 mph, 521.92 kts "
1164,DC-8,DC-8,1962-02-24,,,"Speed: 653.5545984 kmh, 406.1 mph, 352.89 kts "
1165,727,727,1971-04-18,,,"Speed: 764.37402624 kmh, 474.96 mph, 412.73 kts "
1166,747-238B,747-238B,1996-11-09,,,"Speed: 944.96 kmh, 587.17 mph, 510.24 kts "
1167,DC-10-30,DC-10-30,1997-12-22,,,"Speed: 910.52 kmh, 565.77 mph, 491.64 kts "
1168,747-400,747-400,1996-09-14,,,"Speed: 1016.49 kmh, 631.62 mph, 548.86 kts "
1169,DC-10-10,DC-10-10,1983-12-19,,,"Speed: 859.77 kmh, 534.24 mph, 464.24 kts "
1170,777-200,777-200,2001-10-25,,,"Speed: 777.87 kmh, 483.35 mph, 420.02 kts "
1171,777-200,777-200,2001-03-07,,,"Speed: 739.4 kmh, 459.44 mph, 399.24 kts "
1172,767-300ER,767-300ER,1995-11-24,,,"Speed: 909.78 kmh, 565.31 mph, 491.24 kts "
1173,DC-8-33,DC-8-33,1969-10-01,,,"Speed: 768.97675008 kmh, 477.82 mph, 415.21 kts "
1174,757-200,757-200CB,1995-04-16,,,"Speed: 855.1 kmh, 531.33 mph, 461.72 kts "
1175,Concorde,,1986-09-17,,,"Speed: 1179.44 kmh, 732.87 mph, 636.85 kts "
1176,747,77,1988-06-24,,,"Speed: 882.72 kmh, 548.5 mph, 476.63 kts "
1177,767-300ER,767-300ER,1999-05-16,,,"Speed: 875.62 kmh, 544.09 mph, 472.8 kts "
1178,757-200,757-200CB,1997-06-21,,,"Speed: 799 kmh, 496.48 mph, 431.43 kts "
1179,757-200,757-200CB,1994-07-05,,,"Speed: 715.36 kmh, 444.5 mph, 386.26 kts "
1180,MD-82,MD-2,1997-12-30,,,"Speed: 937 kmh, 582.22 mph, 505.94 kts "
1181,747,77,1988-12-12,,,"Speed: 828 kmh, 514.5 mph, 447.08 kts "
1182,757-200,757-200CB,1995-02-25,,,"Speed: 839.89 kmh, 521.88 mph, 453.5 kts "
1183,747-228B,747-228B,1986-10-27,,,"Speed: 1013.21 kmh, 629.58 mph, 547.09 kts "
1184,767-201ER,767-219ER,1991-06-20,,,"Speed: 804.12 kmh, 499.66 mph, 434.19 kts "
1185,747-122,747-122,1989-05-30,,,"Speed: 911.52 kmh, 566.39 mph, 492.18 kts "
1186,757-200,757-200CB,1997-07-20,,,"Speed: 839.35 kmh, 521.55 mph, 453.21 kts "
1187,767-300ER,767-300ER,1995-04-09,,,"Speed: 917.36 kmh, 570.02 mph, 495.33 kts "
1188,777,777F,1997-12-05,,,"Speed: 924.57 kmh, 574.5 mph, 499.23 kts "
1189,777,777F,1996-11-04,,,"Speed: 921.52 kmh, 572.61 mph, 497.58 kts "
1190,727,727,1989-02-13,,,"Speed: 897.12 kmh, 557.44 mph, 484.41 kts "
1191,757-200,757-200CB,1994-07-12,,,"Speed: 813.28 kmh, 505.35 mph, 439.14 kts "
1192,DC-10-30,DC-10-30,1992-04-06,,,"Speed: 820.37 kmh, 509.75 mph, 442.96 kts "
1193,747,77,1993-09-18,,,"Speed: 786.58 kmh, 488.76 mph, 424.72 kts "
1194,757,77,1998-08-03,,,"Speed: 767.49 kmh, 476.9 mph, 414.41 kts "
1195,727-251,727-251,1978-12-17,,,"Speed: 699.06684672 kmh, 434.38 mph, 377.47 kts "
1196,727,727,1992-09-25,,,"Speed: 657.12 kmh, 408.32 mph, 354.82 kts "
1197,MD-11F,MD-11F,1998-08-26,,,"Speed: 834.21 kmh, 518.35 mph, 450.44 kts "
1198,727,727,1974-08-31,,,"Speed: 849.60488448 kmh, 527.92 mph, 458.75 kts "
1199,720B,720-B,1976-12-01,,,"Speed: 885.4610688 kmh, 550.2 mph, 478.11 kts "
1200,747-400,747-400,1996-12-28,,,"Speed: 835.52 kmh, 519.17 mph, 451.14 kts "
1201,767-300ER,767-300ER,2000-09-01,,,"Speed: 548.72193024 kmh, 340.96 mph, 296.29 kts "
1202,MD-82,MD-2,1997-12-18,,,"Speed: 654.8 kmh, 406.87 mph, 353.56 kts "
1203,DC-8-40,DHC-8-401,1960-05-28,,,"Speed: 909.73 kmh, 565.28 mph, 491.21 kts "
1204,Concorde,,1988-03-02,,,"Speed: 772.09 kmh, 479.75 mph, 416.9 kts "
1205,767-300ER,767-300ER,1998-01-05,,,"Speed: 834.22 kmh, 518.36 mph, 450.44 kts "
1206,767-300,767-300,1993-09-19,,,"Speed: 790.16 kmh, 490.98 mph, 426.65 kts "
1207,777,777F,2000-01-12,,,"Speed: 758.93 kmh, 471.58 mph, 409.79 kts "
1208,MD-11F,MD-11F,1998-09-20,,,"Speed: 795.87 kmh, 494.53 mph, 429.74 kts "
1209,727,727,1988-01-25,,,"Speed: 900.62 kmh, 559.62 mph, 486.3 kts "
1210,707-123,707-123,1965-02-14,,,"Speed: 790.8316416 kmh, 491.4 mph, 427.01 kts "
1211,DC-9-31,DC-9-31,1979-07-09,,,"Speed: 729.9984384 kmh, 453.6 mph, 394.17 kts "
1212,707-720B,707-320B,1962-01-23,,,"Speed: 1028.56393728 kmh, 639.12 mph, 555.38 kts "
1213,990,1990,1965-02-22,,,"Speed: 793.0847232 kmh, 492.8 mph, 428.23 kts "
1214,727,727,1965-12-07,,,"Speed: 803.11093632 kmh, 499.03 mph, 433.65 kts "
1215,707-720,707-370C,1962-12-23,,,"Speed: 939.55112064 kmh, 583.81 mph, 507.32 kts "
1216,707-465,707-436,1962-05-06,,,"Speed: 759.85 kmh, 472.15 mph, 410.29 kts "
1217,747-400,747-400,1998-11-13,,,"Speed: 899.11 kmh, 558.68 mph, 485.48 kts "
1218,880,880,1960-10-30,,,"Speed: 959.92541568 kmh, 596.47 mph, 518.32 kts "
1219,A320,320,1995-08-08,,,"Speed: 785.22 kmh, 487.91 mph, 423.98 kts "
1220,Constellation,,1947-07-23,,,"Speed: 530.61681024 kmh, 329.71 mph, 286.51 kts "
1221,880,880,1962-05-13,,,"Speed: 895.56774912 kmh, 556.48 mph, 483.57 kts "
1222,Concorde,,1990-03-14,,,"Speed: 1307.6 kmh, 812.5 mph, 706.05 kts "
1223,767-300ER,767-300ER,1997-11-21,,,"Speed: 944.82 kmh, 587.08 mph, 510.16 kts "
1224,727-200,727-200,1991-07-26,,,"Speed: 707.71 kmh, 439.75 mph, 382.13 kts "
1225,DC-8,DC-8,1963-06-02,,,"Speed: 857.99 kmh, 533.13 mph, 463.28 kts "
1226,A310-300,A310-300,1988-12-24,,,"Speed: 1017.36 kmh, 632.16 mph, 549.33 kts "
1227,990,1990,1963-07-20,,,"Speed: 656.64453888 kmh, 408.02 mph, 354.56 kts "
1228,777-200,777-200,2001-08-19,,,"Speed: 907.99 kmh, 564.2 mph, 490.28 kts "
1229,757-200,757-200CB,1998-04-11,,,"Speed: 814.15 kmh, 505.89 mph, 439.61 kts "
1230,707-720,707-370C,1961-08-13,,,"Speed: 915.97423104 kmh, 569.16 mph, 494.59 kts "
1231,747SP,,1976-05-01,,,"Speed: 869.64 kmh, 540.37 mph, 469.57 kts "
1232,Concorde,,1987-07-13,,,"Speed: 1729.38 kmh, 1074.59 mph, 933.79 kts "
1233,767-200,767-200,1996-06-27,,,"Speed: 845.93 kmh, 525.64 mph, 456.77 kts "
1234,A300,A300,1989-02-17,,,"Speed: 757.08 kmh, 470.43 mph, 408.79 kts "
1235,747-400,747-400,1998-07-05,,,"Speed: 830.96 kmh, 516.33 mph, 448.68 kts "
1236,880,880,1965-07-23,,,"Speed: 918.4526208 kmh, 570.7 mph, 495.92 kts "
1237,757,77,1998-01-11,,,"Speed: 939.92 kmh, 584.04 mph, 507.52 kts "
1238,Concorde,,1996-02-07,,,"Speed: 1920.07 kmh, 1193.08 mph, 1036.75 kts "
1239,707-720B,707-320B,1962-08-15,,,"Speed: 921.46209408 kmh, 572.57 mph, 497.55 kts "
1240,767-300ER,767-300ER,2001-07-23,,,"Speed: 927.8 kmh, 576.51 mph, 500.97 kts "
1241,767-300ER,767-300ER,1997-11-06,,,"Speed: 1002.08 kmh, 622.66 mph, 541.08 kts "
1242,L-1049E Super Constellation,,1954-11-26,,,"Speed: 610.9 kmh, 379.6 mph, 329.86 kts "
1243,727,727,1965-07-06,,,"Speed: 883.86781824 kmh, 549.21 mph, 477.25 kts "
1244,Concorde,,1982-10-20,,,"Speed: 1296.11 kmh, 805.37 mph, 699.84 kts "
1245,Constellation,,1947-05-28,,,"Speed: 443.56739328 kmh, 275.62 mph, 239.51 kts "
1246,MD-83,MD-80,2000-08-16,,,"Speed: 780.94 kmh, 485.25 mph, 421.67 kts "
1247,767-300ER,767-300ER,1997-12-23,,,"Speed: 917.13 kmh, 569.88 mph, 495.21 kts "
1248,Constellation,,1947-07-23,,,"Speed: 491.10741504 kmh, 305.16 mph, 265.18 kts "
1249,A300,A300,1989-02-17,,,"Speed: 700.92 kmh, 435.53 mph, 378.47 kts "
1250,727-200,727-200,1992-10-29,,,"Speed: 850.87 kmh, 528.71 mph, 459.43 kts "
1251,Concorde,,1982-10-21,,,"Speed: 1806.82 kmh, 1122.71 mph, 975.6 kts "
1252,707-123B,707-123B,1961-10-15,,,"Speed: 864.3786624 kmh, 537.1 mph, 466.73 kts "
1253,DC-9-31,DC-9-31,1978-03-07,,,"Speed: 690.39248256 kmh, 428.99 mph, 372.78 kts "
1254,707-300,707-300,1974-02-19,,,"Speed: 956.4 kmh, 594.28 mph, 516.41 kts "
1255,DC-10-10,DC-10-10,1979-09-28,,,"Speed: 753.172992 kmh, 468 mph, 406.68 kts "
1256,707-123B,707-123B,1961-08-18,,,"Speed: 898.5 kmh, 558.3 mph, 485.15 kts "
1257,757,77,1999-09-26,,,"Speed: 827.12 kmh, 513.95 mph, 446.61 kts "
1258,777-200,777-200,2001-12-12,,,"Speed: 905.17 kmh, 562.45 mph, 488.75 kts "
1259,747,77,1995-09-06,,,"Speed: 1000.03 kmh, 621.39 mph, 539.97 kts "
1260,747-200,747-200,1990-05-17,,,"Speed: 905.49 kmh, 562.65 mph, 488.93 kts "
1261,767-300ER,767-300ER,2000-12-25,,,"Speed: 895.07 kmh, 556.17 mph, 483.3 kts "
1262,767-300ER,767-300ER,2002-08-05,,,"Speed: 910.02 kmh, 565.46 mph, 491.37 kts "
1263,757-200,757-200CB,1995-11-15,,,"Speed: 769.65 kmh, 478.24 mph, 415.58 kts "
1264,A320,320,1995-07-14,,,"Speed: 792.6 kmh, 492.5 mph, 427.97 kts "
1265,737-200,737-200,1989-06-13,,,"Speed: 585.36 kmh, 363.73 mph, 316.07 kts "
1266,737-200,737-200,1989-06-11,,,"Speed: 720.72 kmh, 447.83 mph, 389.16 kts "
1267,MD-11F,MD-11F,2000-06-10,,,"Speed: 969.83 kmh, 602.62 mph, 523.67 kts "
1268,DC-10-30F,DC-10-30F,1995-08-11,,,"Speed: 958.35 kmh, 595.49 mph, 517.47 kts "
1269,737-300,737-300,2002-11-12,,,"Speed: 839.48 kmh, 521.63 mph, 453.28 kts "
1270,Jetstream Super 31,,1995-09-04,,,"Speed: 497.5 kmh, 309.13 mph, 268.63 kts "
1271,737-232,737-232,1989-05-28,,,"Speed: 826.92 kmh, 513.82 mph, 446.5 kts "
1272,757-200,757-200CB,1993-12-31,,,"Speed: 835.61 kmh, 519.22 mph, 451.19 kts "
1273,737-300,737-300,1992-10-11,,,"Speed: 814.88 kmh, 506.34 mph, 440 kts "
1274,757,77,1993-12-26,,,"Speed: 714.7 kmh, 444.09 mph, 385.91 kts "
1275,747,77,1988-06-15,,,"Speed: 873.37 kmh, 542.69 mph, 471.58 kts "
1276,EMB-120RT,EMB-120RT,2001-03-07,,,"Speed: 438.36 kmh, 272.38 mph, 236.7 kts "
1277,737-300,737-300,1992-12-12,,,"Speed: 758.21 kmh, 471.13 mph, 409.4 kts "
1278,DC-8-52,DC-8-52,1977-04-25,,,"Speed: 872.47366272 kmh, 542.13 mph, 471.1 kts "
1279,737-300,737-300,1992-12-02,,,"Speed: 768.43 kmh, 477.48 mph, 414.92 kts "
1280,747,77,1988-09-29,,,"Speed: 927 kmh, 576.01 mph, 500.54 kts "
1281,727-200A,727-200,1988-02-25,,,"Speed: 785.52 kmh, 488.1 mph, 424.15 kts "
1282,727-200,727-200,2001-10-30,,,"Speed: 685.39 kmh, 425.88 mph, 370.08 kts "
1283,DC-10-30F,DC-10-30F,1999-02-15,,,"Speed: 893.05 kmh, 554.92 mph, 482.21 kts "
1284,727,727,1983-12-27,,,"Speed: 561.96 kmh, 349.19 mph, 303.43 kts "
1285,747-100,747-100,1995-01-31,,,"Speed: 1117.32 kmh, 694.27 mph, 603.3 kts "
1286,747-400,747-400,1996-02-05,,,"Speed: 1045.6 kmh, 649.71 mph, 564.58 kts "
1287,MD-11F,MD-11F,2000-04-08,,,"Speed: 951.47 kmh, 591.22 mph, 513.75 kts "
1288,MD-11F,MD-11F,2000-03-01,,,"Speed: 999.64 kmh, 621.15 mph, 539.76 kts "
1289,747-400,747-400,2001-05-13,,,"Speed: 1020.61 kmh, 634.18 mph, 551.09 kts "
1290,747-400,747-400,1997-11-28,,,"Speed: 641.07 kmh, 398.34 mph, 346.15 kts "
1291,DC-8,DC-8,1960-05-28,,,"Speed: 905.6 kmh, 562.71 mph, 488.98 kts "
1292,747-100,747-100,2000-11-12,,,"Speed: 788.41 kmh, 489.9 mph, 425.71 kts "
1293,747,77,1986-09-27,,,"Speed: 932.33 kmh, 579.32 mph, 503.42 kts "
1294,D.H. 106 Comet,,1960-05-17,,,"Speed: 830 kmh, 515.74 mph, 448.16 kts "
1295,MD-11,MD-11,2002-08-13,,,"Speed: 840.92 kmh, 522.52 mph, 454.06 kts "
1296,Concorde,,1982-03-19,,,"Speed: 1392.19 kmh, 865.07 mph, 751.72 kts "
1297,767-200ER,767-200ER,2000-04-14,,,"Speed: 800.93 kmh, 497.67 mph, 432.47 kts "
1298,767-200ER,767-200ER,1994-07-19,,,"Speed: 858.6 kmh, 533.51 mph, 463.61 kts "
1299,Concorde,,1982-03-28,,,"Speed: 1592.67 kmh, 989.64 mph, 859.97 kts "
1300,MD-11F,MD-11F,2000-06-23,,,"Speed: 863.51 kmh, 536.56 mph, 466.26 kts "
1301,747,77,1986-09-26,,,"Speed: 890.16 kmh, 553.12 mph, 480.65 kts "
1302,MD-11F,MD-11F,1998-10-06,,,"Speed: 837.9 kmh, 520.65 mph, 452.43 kts "
1303,Concorde,,1982-10-20,,,"Speed: 1222.81 kmh, 759.82 mph, 660.26 kts "
1304,747-228B,747-228B,1986-10-27,,,"Speed: 848.22 kmh, 527.06 mph, 458 kts "
1305,Concorde,,1981-04-01,,,"Speed: 1763 kmh, 1095.48 mph, 951.94 kts "
